solution,mua,musp,n_int,f,phase,amplitude
1561,0.36000000000000004,3.5,1.4,0.0,0.0,0.25075629966494
1562,0.36000000000000004,3.5,1.4,0.02,-0.0053667001773467,0.25026447500719
1563,0.36000000000000004,3.5,1.4,0.075,-0.020067346387215,0.24405239347958
1564,0.36000000000000004,3.5,1.4,0.15,-0.03977656825208,0.2263326582151
1565,0.36000000000000004,3.5,1.4,0.5,-0.12033779474711,0.12333095338097
1566,0.36000000000000004,3.5,1.4,1.0,-0.19352312969636,0.059078159500366
1567,0.36000000000000004,3.5,1.4049999999999998,0.0,0.0,0.25075629966494
1568,0.36000000000000004,3.5,1.4049999999999998,0.02,-0.0053667001773467,0.25026447500719
1569,0.36000000000000004,3.5,1.4049999999999998,0.075,-0.020067346387215,0.24405239347958
1570,0.36000000000000004,3.5,1.4049999999999998,0.15,-0.03977656825208,0.2263326582151
1571,0.36000000000000004,3.5,1.4049999999999998,0.5,-0.12033779474711,0.12333095338097
1572,0.36000000000000004,3.5,1.4049999999999998,1.0,-0.19352312969636,0.059078159500366
1573,0.36000000000000004,3.5,1.4099999999999997,0.0,0.0,0.25075629966494
1574,0.36000000000000004,3.5,1.4099999999999997,0.02,-0.0053667001773467,0.25026447500719
1575,0.36000000000000004,3.5,1.4099999999999997,0.075,-0.020067346387215,0.24405239347958
1576,0.36000000000000004,3.5,1.4099999999999997,0.15,-0.03977656825208,0.2263326582151
1577,0.36000000000000004,3.5,1.4099999999999997,0.5,-0.12033779474711,0.12333095338097
1578,0.36000000000000004,3.5,1.4099999999999997,1.0,-0.19352312969636,0.059078159500366
1579,0.36000000000000004,3.5,1.4149999999999996,0.0,0.0,0.25075629966494
1580,0.36000000000000004,3.5,1.4149999999999996,0.02,-0.0053667001773467,0.25026447500719
1581,0.36000000000000004,3.5,1.4149999999999996,0.075,-0.020067346387215,0.24405239347958
1582,0.36000000000000004,3.5,1.4149999999999996,0.15,-0.03977656825208,0.2263326582151
1583,0.36000000000000004,3.5,1.4149999999999996,0.5,-0.12033779474711,0.12333095338097
1584,0.36000000000000004,3.5,1.4149999999999996,1.0,-0.19352312969636,0.059078159500366
1585,0.36000000000000004,3.5,1.4199999999999995,0.0,0.0,0.25075629966494
1586,0.36000000000000004,3.5,1.4199999999999995,0.02,-0.0053667001773467,0.25026447500719
1587,0.36000000000000004,3.5,1.4199999999999995,0.075,-0.020067346387215,0.24405239347958
1588,0.36000000000000004,3.5,1.4199999999999995,0.15,-0.03977656825208,0.2263326582151
1589,0.36000000000000004,3.5,1.4199999999999995,0.5,-0.12033779474711,0.12333095338097
1590,0.36000000000000004,3.5,1.4199999999999995,1.0,-0.19352312969636,0.059078159500366
1591,0.36000000000000004,3.5,1.4249999999999994,0.0,0.0,0.25075629966494
1592,0.36000000000000004,3.5,1.4249999999999994,0.02,-0.0053667001773467,0.25026447500719
1593,0.36000000000000004,3.5,1.4249999999999994,0.075,-0.020067346387215,0.24405239347958
1594,0.36000000000000004,3.5,1.4249999999999994,0.15,-0.03977656825208,0.2263326582151
1595,0.36000000000000004,3.5,1.4249999999999994,0.5,-0.12033779474711,0.12333095338097
1596,0.36000000000000004,3.5,1.4249999999999994,1.0,-0.19352312969636,0.059078159500366
1597,0.36000000000000004,3.5,1.4299999999999993,0.0,0.0,0.25075629966494
1598,0.36000000000000004,3.5,1.4299999999999993,0.02,-0.0053667001773467,0.25026447500719
1599,0.36000000000000004,3.5,1.4299999999999993,0.075,-0.020067346387215,0.24405239347958
1600,0.36000000000000004,3.5,1.4299999999999993,0.15,-0.03977656825208,0.2263326582151
1601,0.36000000000000004,3.5,1.4299999999999993,0.5,-0.12033779474711,0.12333095338097
1602,0.36000000000000004,3.5,1.4299999999999993,1.0,-0.19352312969636,0.059078159500366
1603,0.36000000000000004,3.5,1.4349999999999992,0.0,0.0,0.25075629966494
1604,0.36000000000000004,3.5,1.4349999999999992,0.02,-0.0053667001773467,0.25026447500719
1605,0.36000000000000004,3.5,1.4349999999999992,0.075,-0.020067346387215,0.24405239347958
1606,0.36000000000000004,3.5,1.4349999999999992,0.15,-0.03977656825208,0.2263326582151
1607,0.36000000000000004,3.5,1.4349999999999992,0.5,-0.12033779474711,0.12333095338097
1608,0.36000000000000004,3.5,1.4349999999999992,1.0,-0.19352312969636,0.059078159500366
1609,0.36000000000000004,3.5,1.439999999999999,0.0,0.0,0.25075629966494
1610,0.36000000000000004,3.5,1.439999999999999,0.02,-0.0053667001773467,0.25026447500719
1611,0.36000000000000004,3.5,1.439999999999999,0.075,-0.020067346387215,0.24405239347958
1612,0.36000000000000004,3.5,1.439999999999999,0.15,-0.03977656825208,0.2263326582151
1613,0.36000000000000004,3.5,1.439999999999999,0.5,-0.12033779474711,0.12333095338097
1614,0.36000000000000004,3.5,1.439999999999999,1.0,-0.19352312969636,0.059078159500366
1615,0.36000000000000004,3.5,1.444999999999999,0.0,0.0,0.25075629966494
1616,0.36000000000000004,3.5,1.444999999999999,0.02,-0.0053667001773467,0.25026447500719
1617,0.36000000000000004,3.5,1.444999999999999,0.075,-0.020067346387215,0.24405239347958
1618,0.36000000000000004,3.5,1.444999999999999,0.15,-0.03977656825208,0.2263326582151
1619,0.36000000000000004,3.5,1.444999999999999,0.5,-0.12033779474711,0.12333095338097
1620,0.36000000000000004,3.5,1.444999999999999,1.0,-0.19352312969636,0.059078159500366
1621,0.36000000000000004,4.0,1.4,0.0,0.0,0.27048789825898
1622,0.36000000000000004,4.0,1.4,0.02,-0.0047549997682809,0.27003748564116
1623,0.36000000000000004,4.0,1.4,0.075,-0.017789944554072,0.26432165627745
1624,0.36000000000000004,4.0,1.4,0.15,-0.035322811551633,0.24774423886793
1625,0.36000000000000004,4.0,1.4,0.5,-0.10874645419111,0.14314225917415
1626,0.36000000000000004,4.0,1.4,1.0,-0.18096887067608,0.069977381526566
1627,0.36000000000000004,4.0,1.4049999999999998,0.0,0.0,0.27048789825898
1628,0.36000000000000004,4.0,1.4049999999999998,0.02,-0.0047549997682809,0.27003748564116
1629,0.36000000000000004,4.0,1.4049999999999998,0.075,-0.017789944554072,0.26432165627745
1630,0.36000000000000004,4.0,1.4049999999999998,0.15,-0.035322811551633,0.24774423886793
1631,0.36000000000000004,4.0,1.4049999999999998,0.5,-0.10874645419111,0.14314225917415
1632,0.36000000000000004,4.0,1.4049999999999998,1.0,-0.18096887067608,0.069977381526566
1633,0.36000000000000004,4.0,1.4099999999999997,0.0,0.0,0.27048789825898
1634,0.36000000000000004,4.0,1.4099999999999997,0.02,-0.0047549997682809,0.27003748564116
1635,0.36000000000000004,4.0,1.4099999999999997,0.075,-0.017789944554072,0.26432165627745
1636,0.36000000000000004,4.0,1.4099999999999997,0.15,-0.035322811551633,0.24774423886793
1637,0.36000000000000004,4.0,1.4099999999999997,0.5,-0.10874645419111,0.14314225917415
1638,0.36000000000000004,4.0,1.4099999999999997,1.0,-0.18096887067608,0.069977381526566
1639,0.36000000000000004,4.0,1.4149999999999996,0.0,0.0,0.27048789825898
1640,0.36000000000000004,4.0,1.4149999999999996,0.02,-0.0047549997682809,0.27003748564116
1641,0.36000000000000004,4.0,1.4149999999999996,0.075,-0.017789944554072,0.26432165627745
1642,0.36000000000000004,4.0,1.4149999999999996,0.15,-0.035322811551633,0.24774423886793
1643,0.36000000000000004,4.0,1.4149999999999996,0.5,-0.10874645419111,0.14314225917415
1644,0.36000000000000004,4.0,1.4149999999999996,1.0,-0.18096887067608,0.069977381526566
1645,0.36000000000000004,4.0,1.4199999999999995,0.0,0.0,0.27048789825898
1646,0.36000000000000004,4.0,1.4199999999999995,0.02,-0.0047549997682809,0.27003748564116
1647,0.36000000000000004,4.0,1.4199999999999995,0.075,-0.017789944554072,0.26432165627745
1648,0.36000000000000004,4.0,1.4199999999999995,0.15,-0.035322811551633,0.24774423886793
1649,0.36000000000000004,4.0,1.4199999999999995,0.5,-0.10874645419111,0.14314225917415
1650,0.36000000000000004,4.0,1.4199999999999995,1.0,-0.18096887067608,0.069977381526566
1651,0.36000000000000004,4.0,1.4249999999999994,0.0,0.0,0.27048789825898
1652,0.36000000000000004,4.0,1.4249999999999994,0.02,-0.0047549997682809,0.27003748564116
1653,0.36000000000000004,4.0,1.4249999999999994,0.075,-0.017789944554072,0.26432165627745
1654,0.36000000000000004,4.0,1.4249999999999994,0.15,-0.035322811551633,0.24774423886793
1655,0.36000000000000004,4.0,1.4249999999999994,0.5,-0.10874645419111,0.14314225917415
1656,0.36000000000000004,4.0,1.4249999999999994,1.0,-0.18096887067608,0.069977381526566
1657,0.36000000000000004,4.0,1.4299999999999993,0.0,0.0,0.27048789825898
1658,0.36000000000000004,4.0,1.4299999999999993,0.02,-0.0047549997682809,0.27003748564116
1659,0.36000000000000004,4.0,1.4299999999999993,0.075,-0.017789944554072,0.26432165627745
1660,0.36000000000000004,4.0,1.4299999999999993,0.15,-0.035322811551633,0.24774423886793
1661,0.36000000000000004,4.0,1.4299999999999993,0.5,-0.10874645419111,0.14314225917415
1662,0.36000000000000004,4.0,1.4299999999999993,1.0,-0.18096887067608,0.069977381526566
1663,0.36000000000000004,4.0,1.4349999999999992,0.0,0.0,0.27048789825898
1664,0.36000000000000004,4.0,1.4349999999999992,0.02,-0.0047549997682809,0.27003748564116
1665,0.36000000000000004,4.0,1.4349999999999992,0.075,-0.017789944554072,0.26432165627745
1666,0.36000000000000004,4.0,1.4349999999999992,0.15,-0.035322811551633,0.24774423886793
1667,0.36000000000000004,4.0,1.4349999999999992,0.5,-0.10874645419111,0.14314225917415
1668,0.36000000000000004,4.0,1.4349999999999992,1.0,-0.18096887067608,0.069977381526566
1669,0.36000000000000004,4.0,1.439999999999999,0.0,0.0,0.27048789825898
1670,0.36000000000000004,4.0,1.439999999999999,0.02,-0.0047549997682809,0.27003748564116
1671,0.36000000000000004,4.0,1.439999999999999,0.075,-0.017789944554072,0.26432165627745
1672,0.36000000000000004,4.0,1.439999999999999,0.15,-0.035322811551633,0.24774423886793
1673,0.36000000000000004,4.0,1.439999999999999,0.5,-0.10874645419111,0.14314225917415
1674,0.36000000000000004,4.0,1.439999999999999,1.0,-0.18096887067608,0.069977381526566
1675,0.36000000000000004,4.0,1.444999999999999,0.0,0.0,0.27048789825898
1676,0.36000000000000004,4.0,1.444999999999999,0.02,-0.0047549997682809,0.27003748564116
1677,0.36000000000000004,4.0,1.444999999999999,0.075,-0.017789944554072,0.26432165627745
1678,0.36000000000000004,4.0,1.444999999999999,0.15,-0.035322811551633,0.24774423886793
1679,0.36000000000000004,4.0,1.444999999999999,0.5,-0.10874645419111,0.14314225917415
1680,0.36000000000000004,4.0,1.444999999999999,1.0,-0.18096887067608,0.069977381526566
1681,0.36000000000000004,4.5,1.4,0.0,0.0,0.28827381684349
1682,0.36000000000000004,4.5,1.4,0.02,-0.0042690786327726,0.28785924017317
1683,0.36000000000000004,4.5,1.4,0.075,-0.015978350453038,0.28257907286085
1684,0.36000000000000004,4.5,1.4,0.15,-0.031765042119303,0.26706541641404
1685,0.36000000000000004,4.5,1.4,0.5,-0.099056062759518,0.16227122272267
1686,0.36000000000000004,4.5,1.4,1.0,-0.16932185878208,0.081287732227265
1687,0.36000000000000004,4.5,1.4049999999999998,0.0,0.0,0.28827381684349
1688,0.36000000000000004,4.5,1.4049999999999998,0.02,-0.0042690786327726,0.28785924017317
1689,0.36000000000000004,4.5,1.4049999999999998,0.075,-0.015978350453038,0.28257907286085
1690,0.36000000000000004,4.5,1.4049999999999998,0.15,-0.031765042119303,0.26706541641404
1691,0.36000000000000004,4.5,1.4049999999999998,0.5,-0.099056062759518,0.16227122272267
1692,0.36000000000000004,4.5,1.4049999999999998,1.0,-0.16932185878208,0.081287732227265
1693,0.36000000000000004,4.5,1.4099999999999997,0.0,0.0,0.28827381684349
1694,0.36000000000000004,4.5,1.4099999999999997,0.02,-0.0042690786327726,0.28785924017317
1695,0.36000000000000004,4.5,1.4099999999999997,0.075,-0.015978350453038,0.28257907286085
1696,0.36000000000000004,4.5,1.4099999999999997,0.15,-0.031765042119303,0.26706541641404
1697,0.36000000000000004,4.5,1.4099999999999997,0.5,-0.099056062759518,0.16227122272267
1698,0.36000000000000004,4.5,1.4099999999999997,1.0,-0.16932185878208,0.081287732227265
1699,0.36000000000000004,4.5,1.4149999999999996,0.0,0.0,0.28827381684349
1700,0.36000000000000004,4.5,1.4149999999999996,0.02,-0.0042690786327726,0.28785924017317
1701,0.36000000000000004,4.5,1.4149999999999996,0.075,-0.015978350453038,0.28257907286085
1702,0.36000000000000004,4.5,1.4149999999999996,0.15,-0.031765042119303,0.26706541641404
1703,0.36000000000000004,4.5,1.4149999999999996,0.5,-0.099056062759518,0.16227122272267
1704,0.36000000000000004,4.5,1.4149999999999996,1.0,-0.16932185878208,0.081287732227265
1705,0.36000000000000004,4.5,1.4199999999999995,0.0,0.0,0.28827381684349
1706,0.36000000000000004,4.5,1.4199999999999995,0.02,-0.0042690786327726,0.28785924017317
1707,0.36000000000000004,4.5,1.4199999999999995,0.075,-0.015978350453038,0.28257907286085
1708,0.36000000000000004,4.5,1.4199999999999995,0.15,-0.031765042119303,0.26706541641404
1709,0.36000000000000004,4.5,1.4199999999999995,0.5,-0.099056062759518,0.16227122272267
1710,0.36000000000000004,4.5,1.4199999999999995,1.0,-0.16932185878208,0.081287732227265
1711,0.36000000000000004,4.5,1.4249999999999994,0.0,0.0,0.28827381684349
1712,0.36000000000000004,4.5,1.4249999999999994,0.02,-0.0042690786327726,0.28785924017317
1713,0.36000000000000004,4.5,1.4249999999999994,0.075,-0.015978350453038,0.28257907286085
1714,0.36000000000000004,4.5,1.4249999999999994,0.15,-0.031765042119303,0.26706541641404
1715,0.36000000000000004,4.5,1.4249999999999994,0.5,-0.099056062759518,0.16227122272267
1716,0.36000000000000004,4.5,1.4249999999999994,1.0,-0.16932185878208,0.081287732227265
1717,0.36000000000000004,4.5,1.4299999999999993,0.0,0.0,0.28827381684349
1718,0.36000000000000004,4.5,1.4299999999999993,0.02,-0.0042690786327726,0.28785924017317
1719,0.36000000000000004,4.5,1.4299999999999993,0.075,-0.015978350453038,0.28257907286085
1720,0.36000000000000004,4.5,1.4299999999999993,0.15,-0.031765042119303,0.26706541641404
1721,0.36000000000000004,4.5,1.4299999999999993,0.5,-0.099056062759518,0.16227122272267
1722,0.36000000000000004,4.5,1.4299999999999993,1.0,-0.16932185878208,0.081287732227265
1723,0.36000000000000004,4.5,1.4349999999999992,0.0,0.0,0.28827381684349
1724,0.36000000000000004,4.5,1.4349999999999992,0.02,-0.0042690786327726,0.28785924017317
1725,0.36000000000000004,4.5,1.4349999999999992,0.075,-0.015978350453038,0.28257907286085
1726,0.36000000000000004,4.5,1.4349999999999992,0.15,-0.031765042119303,0.26706541641404
1727,0.36000000000000004,4.5,1.4349999999999992,0.5,-0.099056062759518,0.16227122272267
1728,0.36000000000000004,4.5,1.4349999999999992,1.0,-0.16932185878208,0.081287732227265
1729,0.36000000000000004,4.5,1.439999999999999,0.0,0.0,0.28827381684349
1730,0.36000000000000004,4.5,1.439999999999999,0.02,-0.0042690786327726,0.28785924017317
1731,0.36000000000000004,4.5,1.439999999999999,0.075,-0.015978350453038,0.28257907286085
1732,0.36000000000000004,4.5,1.439999999999999,0.15,-0.031765042119303,0.26706541641404
1733,0.36000000000000004,4.5,1.439999999999999,0.5,-0.099056062759518,0.16227122272267
1734,0.36000000000000004,4.5,1.439999999999999,1.0,-0.16932185878208,0.081287732227265
1735,0.36000000000000004,4.5,1.444999999999999,0.0,0.0,0.28827381684349
1736,0.36000000000000004,4.5,1.444999999999999,0.02,-0.0042690786327726,0.28785924017317
1737,0.36000000000000004,4.5,1.444999999999999,0.075,-0.015978350453038,0.28257907286085
1738,0.36000000000000004,4.5,1.444999999999999,0.15,-0.031765042119303,0.26706541641404
1739,0.36000000000000004,4.5,1.444999999999999,0.5,-0.099056062759518,0.16227122272267
1740,0.36000000000000004,4.5,1.444999999999999,1.0,-0.16932185878208,0.081287732227265
1741,0.36000000000000004,5.0,1.4,0.0,0.0,0.30444046478412
1742,0.36000000000000004,5.0,1.4,0.02,-0.0038737105036329,0.30405706468589
1743,0.36000000000000004,5.0,1.4,0.075,-0.01450289072546,0.29915992915476
1744,0.36000000000000004,5.0,1.4,0.15,-0.028858517767718,0.28462176656481
1745,0.36000000000000004,5.0,1.4,0.5,-0.090872172281331,0.18060751145669
1746,0.36000000000000004,5.0,1.4,1.0,-0.1586629099361,0.09287877542458
1747,0.36000000000000004,5.0,1.4049999999999998,0.0,0.0,0.30444046478412
1748,0.36000000000000004,5.0,1.4049999999999998,0.02,-0.0038737105036329,0.30405706468589
1749,0.36000000000000004,5.0,1.4049999999999998,0.075,-0.01450289072546,0.29915992915476
1750,0.36000000000000004,5.0,1.4049999999999998,0.15,-0.028858517767718,0.28462176656481
1751,0.36000000000000004,5.0,1.4049999999999998,0.5,-0.090872172281331,0.18060751145669
1752,0.36000000000000004,5.0,1.4049999999999998,1.0,-0.1586629099361,0.09287877542458
1753,0.36000000000000004,5.0,1.4099999999999997,0.0,0.0,0.30444046478412
1754,0.36000000000000004,5.0,1.4099999999999997,0.02,-0.0038737105036329,0.30405706468589
1755,0.36000000000000004,5.0,1.4099999999999997,0.075,-0.01450289072546,0.29915992915476
1756,0.36000000000000004,5.0,1.4099999999999997,0.15,-0.028858517767718,0.28462176656481
1757,0.36000000000000004,5.0,1.4099999999999997,0.5,-0.090872172281331,0.18060751145669
1758,0.36000000000000004,5.0,1.4099999999999997,1.0,-0.1586629099361,0.09287877542458
1759,0.36000000000000004,5.0,1.4149999999999996,0.0,0.0,0.30444046478412
1760,0.36000000000000004,5.0,1.4149999999999996,0.02,-0.0038737105036329,0.30405706468589
1761,0.36000000000000004,5.0,1.4149999999999996,0.075,-0.01450289072546,0.29915992915476
1762,0.36000000000000004,5.0,1.4149999999999996,0.15,-0.028858517767718,0.28462176656481
1763,0.36000000000000004,5.0,1.4149999999999996,0.5,-0.090872172281331,0.18060751145669
1764,0.36000000000000004,5.0,1.4149999999999996,1.0,-0.1586629099361,0.09287877542458
1765,0.36000000000000004,5.0,1.4199999999999995,0.0,0.0,0.30444046478412
1766,0.36000000000000004,5.0,1.4199999999999995,0.02,-0.0038737105036329,0.30405706468589
1767,0.36000000000000004,5.0,1.4199999999999995,0.075,-0.01450289072546,0.29915992915476
1768,0.36000000000000004,5.0,1.4199999999999995,0.15,-0.028858517767718,0.28462176656481
1769,0.36000000000000004,5.0,1.4199999999999995,0.5,-0.090872172281331,0.18060751145669
1770,0.36000000000000004,5.0,1.4199999999999995,1.0,-0.1586629099361,0.09287877542458
1771,0.36000000000000004,5.0,1.4249999999999994,0.0,0.0,0.30444046478412
1772,0.36000000000000004,5.0,1.4249999999999994,0.02,-0.0038737105036329,0.30405706468589
1773,0.36000000000000004,5.0,1.4249999999999994,0.075,-0.01450289072546,0.29915992915476
1774,0.36000000000000004,5.0,1.4249999999999994,0.15,-0.028858517767718,0.28462176656481
1775,0.36000000000000004,5.0,1.4249999999999994,0.5,-0.090872172281331,0.18060751145669
1776,0.36000000000000004,5.0,1.4249999999999994,1.0,-0.1586629099361,0.09287877542458
1777,0.36000000000000004,5.0,1.4299999999999993,0.0,0.0,0.30444046478412
1778,0.36000000000000004,5.0,1.4299999999999993,0.02,-0.0038737105036329,0.30405706468589
1779,0.36000000000000004,5.0,1.4299999999999993,0.075,-0.01450289072546,0.29915992915476
1780,0.36000000000000004,5.0,1.4299999999999993,0.15,-0.028858517767718,0.28462176656481
1781,0.36000000000000004,5.0,1.4299999999999993,0.5,-0.090872172281331,0.18060751145669
1782,0.36000000000000004,5.0,1.4299999999999993,1.0,-0.1586629099361,0.09287877542458
1783,0.36000000000000004,5.0,1.4349999999999992,0.0,0.0,0.30444046478412
1784,0.36000000000000004,5.0,1.4349999999999992,0.02,-0.0038737105036329,0.30405706468589
1785,0.36000000000000004,5.0,1.4349999999999992,0.075,-0.01450289072546,0.29915992915476
1786,0.36000000000000004,5.0,1.4349999999999992,0.15,-0.028858517767718,0.28462176656481
1787,0.36000000000000004,5.0,1.4349999999999992,0.5,-0.090872172281331,0.18060751145669
1788,0.36000000000000004,5.0,1.4349999999999992,1.0,-0.1586629099361,0.09287877542458
1789,0.36000000000000004,5.0,1.439999999999999,0.0,0.0,0.30444046478412
1790,0.36000000000000004,5.0,1.439999999999999,0.02,-0.0038737105036329,0.30405706468589
1791,0.36000000000000004,5.0,1.439999999999999,0.075,-0.01450289072546,0.29915992915476
1792,0.36000000000000004,5.0,1.439999999999999,0.15,-0.028858517767718,0.28462176656481
1793,0.36000000000000004,5.0,1.439999999999999,0.5,-0.090872172281331,0.18060751145669
1794,0.36000000000000004,5.0,1.439999999999999,1.0,-0.1586629099361,0.09287877542458
1795,0.36000000000000004,5.0,1.444999999999999,0.0,0.0,0.30444046478412
1796,0.36000000000000004,5.0,1.444999999999999,0.02,-0.0038737105036329,0.30405706468589
1797,0.36000000000000004,5.0,1.444999999999999,0.075,-0.01450289072546,0.29915992915476
1798,0.36000000000000004,5.0,1.444999999999999,0.15,-0.028858517767718,0.28462176656481
1799,0.36000000000000004,5.0,1.444999999999999,0.5,-0.090872172281331,0.18060751145669
1800,0.36000000000000004,5.0,1.444999999999999,1.0,-0.1586629099361,0.09287877542458
1801,0.31000000000000005,0.5,1.4,0.0,0.0,0.059306582394115
1802,0.31000000000000005,0.5,1.4,0.02,-0.025151114439348,0.058371078788125
1803,0.31000000000000005,0.5,1.4,0.075,-0.088791702763604,0.048942195319986
1804,0.31000000000000005,0.5,1.4,0.15,-0.15199658637367,0.034497121431898
1805,0.31000000000000005,0.5,1.4,0.5,-0.24611846168951,0.013385453858065
1806,0.31000000000000005,0.5,1.4,1.0,-0.27875837223241,0.0070740675813
1807,0.31000000000000005,0.5,1.4049999999999998,0.0,0.0,0.059306582394115
1808,0.31000000000000005,0.5,1.4049999999999998,0.02,-0.025151114439348,0.058371078788125
1809,0.31000000000000005,0.5,1.4049999999999998,0.075,-0.088791702763604,0.048942195319986
1810,0.31000000000000005,0.5,1.4049999999999998,0.15,-0.15199658637367,0.034497121431898
1811,0.31000000000000005,0.5,1.4049999999999998,0.5,-0.24611846168951,0.013385453858065
1812,0.31000000000000005,0.5,1.4049999999999998,1.0,-0.27875837223241,0.0070740675813
1813,0.31000000000000005,0.5,1.4099999999999997,0.0,0.0,0.059306582394115
1814,0.31000000000000005,0.5,1.4099999999999997,0.02,-0.025151114439348,0.058371078788125
1815,0.31000000000000005,0.5,1.4099999999999997,0.075,-0.088791702763604,0.048942195319986
1816,0.31000000000000005,0.5,1.4099999999999997,0.15,-0.15199658637367,0.034497121431898
1817,0.31000000000000005,0.5,1.4099999999999997,0.5,-0.24611846168951,0.013385453858065
1818,0.31000000000000005,0.5,1.4099999999999997,1.0,-0.27875837223241,0.0070740675813
1819,0.31000000000000005,0.5,1.4149999999999996,0.0,0.0,0.059306582394115
1820,0.31000000000000005,0.5,1.4149999999999996,0.02,-0.025151114439348,0.058371078788125
1821,0.31000000000000005,0.5,1.4149999999999996,0.075,-0.088791702763604,0.048942195319986
1822,0.31000000000000005,0.5,1.4149999999999996,0.15,-0.15199658637367,0.034497121431898
1823,0.31000000000000005,0.5,1.4149999999999996,0.5,-0.24611846168951,0.013385453858065
1824,0.31000000000000005,0.5,1.4149999999999996,1.0,-0.27875837223241,0.0070740675813
1825,0.31000000000000005,0.5,1.4199999999999995,0.0,0.0,0.059306582394115
1826,0.31000000000000005,0.5,1.4199999999999995,0.02,-0.025151114439348,0.058371078788125
1827,0.31000000000000005,0.5,1.4199999999999995,0.075,-0.088791702763604,0.048942195319986
1828,0.31000000000000005,0.5,1.4199999999999995,0.15,-0.15199658637367,0.034497121431898
1829,0.31000000000000005,0.5,1.4199999999999995,0.5,-0.24611846168951,0.013385453858065
1830,0.31000000000000005,0.5,1.4199999999999995,1.0,-0.27875837223241,0.0070740675813
1831,0.31000000000000005,0.5,1.4249999999999994,0.0,0.0,0.059306582394115
1832,0.31000000000000005,0.5,1.4249999999999994,0.02,-0.025151114439348,0.058371078788125
1833,0.31000000000000005,0.5,1.4249999999999994,0.075,-0.088791702763604,0.048942195319986
1834,0.31000000000000005,0.5,1.4249999999999994,0.15,-0.15199658637367,0.034497121431898
1835,0.31000000000000005,0.5,1.4249999999999994,0.5,-0.24611846168951,0.013385453858065
1836,0.31000000000000005,0.5,1.4249999999999994,1.0,-0.27875837223241,0.0070740675813
1837,0.31000000000000005,0.5,1.4299999999999993,0.0,0.0,0.059306582394115
1838,0.31000000000000005,0.5,1.4299999999999993,0.02,-0.025151114439348,0.058371078788125
1839,0.31000000000000005,0.5,1.4299999999999993,0.075,-0.088791702763604,0.048942195319986
1840,0.31000000000000005,0.5,1.4299999999999993,0.15,-0.15199658637367,0.034497121431898
1841,0.31000000000000005,0.5,1.4299999999999993,0.5,-0.24611846168951,0.013385453858065
1842,0.31000000000000005,0.5,1.4299999999999993,1.0,-0.27875837223241,0.0070740675813
1843,0.31000000000000005,0.5,1.4349999999999992,0.0,0.0,0.059306582394115
1844,0.31000000000000005,0.5,1.4349999999999992,0.02,-0.025151114439348,0.058371078788125
1845,0.31000000000000005,0.5,1.4349999999999992,0.075,-0.088791702763604,0.048942195319986
1846,0.31000000000000005,0.5,1.4349999999999992,0.15,-0.15199658637367,0.034497121431898
1847,0.31000000000000005,0.5,1.4349999999999992,0.5,-0.24611846168951,0.013385453858065
1848,0.31000000000000005,0.5,1.4349999999999992,1.0,-0.27875837223241,0.0070740675813
1849,0.31000000000000005,0.5,1.439999999999999,0.0,0.0,0.059306582394115
1850,0.31000000000000005,0.5,1.439999999999999,0.02,-0.025151114439348,0.058371078788125
1851,0.31000000000000005,0.5,1.439999999999999,0.075,-0.088791702763604,0.048942195319986
1852,0.31000000000000005,0.5,1.439999999999999,0.15,-0.15199658637367,0.034497121431898
1853,0.31000000000000005,0.5,1.439999999999999,0.5,-0.24611846168951,0.013385453858065
1854,0.31000000000000005,0.5,1.439999999999999,1.0,-0.27875837223241,0.0070740675813
1855,0.31000000000000005,0.5,1.444999999999999,0.0,0.0,0.059306582394115
1856,0.31000000000000005,0.5,1.444999999999999,0.02,-0.025151114439348,0.058371078788125
1857,0.31000000000000005,0.5,1.444999999999999,0.075,-0.088791702763604,0.048942195319986
1858,0.31000000000000005,0.5,1.444999999999999,0.15,-0.15199658637367,0.034497121431898
1859,0.31000000000000005,0.5,1.444999999999999,0.5,-0.24611846168951,0.013385453858065
1860,0.31000000000000005,0.5,1.444999999999999,1.0,-0.27875837223241,0.0070740675813
1861,0.31000000000000005,1.0,1.4,0.0,0.0,0.11414619131034
1862,0.31000000000000005,1.0,1.4,0.02,-0.015736160299354,0.1131309168138
1863,0.31000000000000005,1.0,1.4,0.075,-0.057709400470519,0.10163205816122
1864,0.31000000000000005,1.0,1.4,0.15,-0.10817750653952,0.078195110242024
1865,0.31000000000000005,1.0,1.4,0.5,-0.2225980629503,0.027966487044374
1866,0.31000000000000005,1.0,1.4,1.0,-0.26185147794388,0.01484309917609
1867,0.31000000000000005,1.0,1.4049999999999998,0.0,0.0,0.11414619131034
1868,0.31000000000000005,1.0,1.4049999999999998,0.02,-0.015736160299354,0.1131309168138
1869,0.31000000000000005,1.0,1.4049999999999998,0.075,-0.057709400470519,0.10163205816122
1870,0.31000000000000005,1.0,1.4049999999999998,0.15,-0.10817750653952,0.078195110242024
1871,0.31000000000000005,1.0,1.4049999999999998,0.5,-0.2225980629503,0.027966487044374
1872,0.31000000000000005,1.0,1.4049999999999998,1.0,-0.26185147794388,0.01484309917609
1873,0.31000000000000005,1.0,1.4099999999999997,0.0,0.0,0.11414619131034
