solution,mua,musp,n_int,f,phase,amplitude
3030,0.21000000000000002,0.5,1.4199999999999995,1.0,-0.29128339061424,0.0071643746758556
3031,0.21000000000000002,0.5,1.4249999999999994,0.0,0.0,0.087003164963216
3032,0.21000000000000002,0.5,1.4249999999999994,0.02,-0.028852858958741,0.084822215731596
3033,0.21000000000000002,0.5,1.4249999999999994,0.075,-0.10059007865278,0.065155226990937
3034,0.21000000000000002,0.5,1.4249999999999994,0.15,-0.16791315231053,0.04116500252678
3035,0.21000000000000002,0.5,1.4249999999999994,0.5,-0.25615807401163,0.014301990110062
3036,0.21000000000000002,0.5,1.4249999999999994,1.0,-0.29128339061424,0.0071643746758556
3037,0.21000000000000002,0.5,1.4299999999999993,0.0,0.0,0.087003164963216
3038,0.21000000000000002,0.5,1.4299999999999993,0.02,-0.028852858958741,0.084822215731596
3039,0.21000000000000002,0.5,1.4299999999999993,0.075,-0.10059007865278,0.065155226990937
3040,0.21000000000000002,0.5,1.4299999999999993,0.15,-0.16791315231053,0.04116500252678
3041,0.21000000000000002,0.5,1.4299999999999993,0.5,-0.25615807401163,0.014301990110062
3042,0.21000000000000002,0.5,1.4299999999999993,1.0,-0.29128339061424,0.0071643746758556
3043,0.21000000000000002,0.5,1.4349999999999992,0.0,0.0,0.087003164963216
3044,0.21000000000000002,0.5,1.4349999999999992,0.02,-0.028852858958741,0.084822215731596
3045,0.21000000000000002,0.5,1.4349999999999992,0.075,-0.10059007865278,0.065155226990937
3046,0.21000000000000002,0.5,1.4349999999999992,0.15,-0.16791315231053,0.04116500252678
3047,0.21000000000000002,0.5,1.4349999999999992,0.5,-0.25615807401163,0.014301990110062
3048,0.21000000000000002,0.5,1.4349999999999992,1.0,-0.29128339061424,0.0071643746758556
3049,0.21000000000000002,0.5,1.439999999999999,0.0,0.0,0.087003164963216
3050,0.21000000000000002,0.5,1.439999999999999,0.02,-0.028852858958741,0.084822215731596
3051,0.21000000000000002,0.5,1.439999999999999,0.075,-0.10059007865278,0.065155226990937
3052,0.21000000000000002,0.5,1.439999999999999,0.15,-0.16791315231053,0.04116500252678
3053,0.21000000000000002,0.5,1.439999999999999,0.5,-0.25615807401163,0.014301990110062
3054,0.21000000000000002,0.5,1.439999999999999,1.0,-0.29128339061424,0.0071643746758556
3055,0.21000000000000002,0.5,1.444999999999999,0.0,0.0,0.087003164963216
3056,0.21000000000000002,0.5,1.444999999999999,0.02,-0.028852858958741,0.084822215731596
3057,0.21000000000000002,0.5,1.444999999999999,0.075,-0.10059007865278,0.065155226990937
3058,0.21000000000000002,0.5,1.444999999999999,0.15,-0.16791315231053,0.04116500252678
3059,0.21000000000000002,0.5,1.444999999999999,0.5,-0.25615807401163,0.014301990110062
3060,0.21000000000000002,0.5,1.444999999999999,1.0,-0.29128339061424,0.0071643746758556
3061,0.21000000000000002,1.0,1.4,0.0,0.0,0.15603521774171
3062,0.21000000000000002,1.0,1.4,0.02,-0.01704815520647,0.15401490197828
3063,0.21000000000000002,1.0,1.4,0.075,-0.062305360317055,0.13239480645373
3064,0.21000000000000002,1.0,1.4,0.15,-0.11589391269086,0.094153659737519
3065,0.21000000000000002,1.0,1.4,0.5,-0.2309242290426,0.029650657665251
3066,0.21000000000000002,1.0,1.4,1.0,-0.26713169124618,0.015359419840839
3067,0.21000000000000002,1.0,1.4049999999999998,0.0,0.0,0.15603521774171
3068,0.21000000000000002,1.0,1.4049999999999998,0.02,-0.01704815520647,0.15401490197828
3069,0.21000000000000002,1.0,1.4049999999999998,0.075,-0.062305360317055,0.13239480645373
3070,0.21000000000000002,1.0,1.4049999999999998,0.15,-0.11589391269086,0.094153659737519
3071,0.21000000000000002,1.0,1.4049999999999998,0.5,-0.2309242290426,0.029650657665251
3072,0.21000000000000002,1.0,1.4049999999999998,1.0,-0.26713169124618,0.015359419840839
3073,0.21000000000000002,1.0,1.4099999999999997,0.0,0.0,0.15603521774171
3074,0.21000000000000002,1.0,1.4099999999999997,0.02,-0.01704815520647,0.15401490197828
3075,0.21000000000000002,1.0,1.4099999999999997,0.075,-0.062305360317055,0.13239480645373
3076,0.21000000000000002,1.0,1.4099999999999997,0.15,-0.11589391269086,0.094153659737519
3077,0.21000000000000002,1.0,1.4099999999999997,0.5,-0.2309242290426,0.029650657665251
3078,0.21000000000000002,1.0,1.4099999999999997,1.0,-0.26713169124618,0.015359419840839
3079,0.21000000000000002,1.0,1.4149999999999996,0.0,0.0,0.15603521774171
3080,0.21000000000000002,1.0,1.4149999999999996,0.02,-0.01704815520647,0.15401490197828
3081,0.21000000000000002,1.0,1.4149999999999996,0.075,-0.062305360317055,0.13239480645373
3082,0.21000000000000002,1.0,1.4149999999999996,0.15,-0.11589391269086,0.094153659737519
3083,0.21000000000000002,1.0,1.4149999999999996,0.5,-0.2309242290426,0.029650657665251
3084,0.21000000000000002,1.0,1.4149999999999996,1.0,-0.26713169124618,0.015359419840839
3085,0.21000000000000002,1.0,1.4199999999999995,0.0,0.0,0.15603521774171
3086,0.21000000000000002,1.0,1.4199999999999995,0.02,-0.01704815520647,0.15401490197828
3087,0.21000000000000002,1.0,1.4199999999999995,0.075,-0.062305360317055,0.13239480645373
3088,0.21000000000000002,1.0,1.4199999999999995,0.15,-0.11589391269086,0.094153659737519
3089,0.21000000000000002,1.0,1.4199999999999995,0.5,-0.2309242290426,0.029650657665251
3090,0.21000000000000002,1.0,1.4199999999999995,1.0,-0.26713169124618,0.015359419840839
3091,0.21000000000000002,1.0,1.4249999999999994,0.0,0.0,0.15603521774171
3092,0.21000000000000002,1.0,1.4249999999999994,0.02,-0.01704815520647,0.15401490197828
3093,0.21000000000000002,1.0,1.4249999999999994,0.075,-0.062305360317055,0.13239480645373
3094,0.21000000000000002,1.0,1.4249999999999994,0.15,-0.11589391269086,0.094153659737519
3095,0.21000000000000002,1.0,1.4249999999999994,0.5,-0.2309242290426,0.029650657665251
3096,0.21000000000000002,1.0,1.4249999999999994,1.0,-0.26713169124618,0.015359419840839
3097,0.21000000000000002,1.0,1.4299999999999993,0.0,0.0,0.15603521774171
3098,0.21000000000000002,1.0,1.4299999999999993,0.02,-0.01704815520647,0.15401490197828
3099,0.21000000000000002,1.0,1.4299999999999993,0.075,-0.062305360317055,0.13239480645373
3100,0.21000000000000002,1.0,1.4299999999999993,0.15,-0.11589391269086,0.094153659737519
3101,0.21000000000000002,1.0,1.4299999999999993,0.5,-0.2309242290426,0.029650657665251
3102,0.21000000000000002,1.0,1.4299999999999993,1.0,-0.26713169124618,0.015359419840839
3103,0.21000000000000002,1.0,1.4349999999999992,0.0,0.0,0.15603521774171
3104,0.21000000000000002,1.0,1.4349999999999992,0.02,-0.01704815520647,0.15401490197828
3105,0.21000000000000002,1.0,1.4349999999999992,0.075,-0.062305360317055,0.13239480645373
3106,0.21000000000000002,1.0,1.4349999999999992,0.15,-0.11589391269086,0.094153659737519
3107,0.21000000000000002,1.0,1.4349999999999992,0.5,-0.2309242290426,0.029650657665251
3108,0.21000000000000002,1.0,1.4349999999999992,1.0,-0.26713169124618,0.015359419840839
3109,0.21000000000000002,1.0,1.439999999999999,0.0,0.0,0.15603521774171
3110,0.21000000000000002,1.0,1.439999999999999,0.02,-0.01704815520647,0.15401490197828
3111,0.21000000000000002,1.0,1.439999999999999,0.075,-0.062305360317055,0.13239480645373
3112,0.21000000000000002,1.0,1.439999999999999,0.15,-0.11589391269086,0.094153659737519
3113,0.21000000000000002,1.0,1.439999999999999,0.5,-0.2309242290426,0.029650657665251
3114,0.21000000000000002,1.0,1.439999999999999,1.0,-0.26713169124618,0.015359419840839
3115,0.21000000000000002,1.0,1.444999999999999,0.0,0.0,0.15603521774171
3116,0.21000000000000002,1.0,1.444999999999999,0.02,-0.01704815520647,0.15401490197828
3117,0.21000000000000002,1.0,1.444999999999999,0.075,-0.062305360317055,0.13239480645373
3118,0.21000000000000002,1.0,1.444999999999999,0.15,-0.11589391269086,0.094153659737519
3119,0.21000000000000002,1.0,1.444999999999999,0.5,-0.2309242290426,0.029650657665251
3120,0.21000000000000002,1.0,1.444999999999999,1.0,-0.26713169124618,0.015359419840839
3121,0.21000000000000002,1.5,1.4,0.0,0.0,0.20735869781021
3122,0.21000000000000002,1.5,1.4,0.02,-0.012087879409283,0.20564567677971
3123,0.21000000000000002,1.5,1.4,0.075,-0.044719093692185,0.18604044086449
3124,0.21000000000000002,1.5,1.4,0.15,-0.085977353377055,0.1447050332019
3125,0.21000000000000002,1.5,1.4,0.5,-0.20467386983688,0.047875423347772
3126,0.21000000000000002,1.5,1.4,1.0,-0.25354796000638,0.02312965889134
3127,0.21000000000000002,1.5,1.4049999999999998,0.0,0.0,0.20735869781021
3128,0.21000000000000002,1.5,1.4049999999999998,0.02,-0.012087879409283,0.20564567677971
3129,0.21000000000000002,1.5,1.4049999999999998,0.075,-0.044719093692185,0.18604044086449
3130,0.21000000000000002,1.5,1.4049999999999998,0.15,-0.085977353377055,0.1447050332019
3131,0.21000000000000002,1.5,1.4049999999999998,0.5,-0.20467386983688,0.047875423347772
3132,0.21000000000000002,1.5,1.4049999999999998,1.0,-0.25354796000638,0.02312965889134
3133,0.21000000000000002,1.5,1.4099999999999997,0.0,0.0,0.20735869781021
3134,0.21000000000000002,1.5,1.4099999999999997,0.02,-0.012087879409283,0.20564567677971
3135,0.21000000000000002,1.5,1.4099999999999997,0.075,-0.044719093692185,0.18604044086449
3136,0.21000000000000002,1.5,1.4099999999999997,0.15,-0.085977353377055,0.1447050332019
3137,0.21000000000000002,1.5,1.4099999999999997,0.5,-0.20467386983688,0.047875423347772
3138,0.21000000000000002,1.5,1.4099999999999997,1.0,-0.25354796000638,0.02312965889134
3139,0.21000000000000002,1.5,1.4149999999999996,0.0,0.0,0.20735869781021
3140,0.21000000000000002,1.5,1.4149999999999996,0.02,-0.012087879409283,0.20564567677971
3141,0.21000000000000002,1.5,1.4149999999999996,0.075,-0.044719093692185,0.18604044086449
3142,0.21000000000000002,1.5,1.4149999999999996,0.15,-0.085977353377055,0.1447050332019
3143,0.21000000000000002,1.5,1.4149999999999996,0.5,-0.20467386983688,0.047875423347772
3144,0.21000000000000002,1.5,1.4149999999999996,1.0,-0.25354796000638,0.02312965889134
3145,0.21000000000000002,1.5,1.4199999999999995,0.0,0.0,0.20735869781021
3146,0.21000000000000002,1.5,1.4199999999999995,0.02,-0.012087879409283,0.20564567677971
3147,0.21000000000000002,1.5,1.4199999999999995,0.075,-0.044719093692185,0.18604044086449
3148,0.21000000000000002,1.5,1.4199999999999995,0.15,-0.085977353377055,0.1447050332019
3149,0.21000000000000002,1.5,1.4199999999999995,0.5,-0.20467386983688,0.047875423347772
3150,0.21000000000000002,1.5,1.4199999999999995,1.0,-0.25354796000638,0.02312965889134
3151,0.21000000000000002,1.5,1.4249999999999994,0.0,0.0,0.20735869781021
3152,0.21000000000000002,1.5,1.4249999999999994,0.02,-0.012087879409283,0.20564567677971
3153,0.21000000000000002,1.5,1.4249999999999994,0.075,-0.044719093692185,0.18604044086449
3154,0.21000000000000002,1.5,1.4249999999999994,0.15,-0.085977353377055,0.1447050332019
3155,0.21000000000000002,1.5,1.4249999999999994,0.5,-0.20467386983688,0.047875423347772
3156,0.21000000000000002,1.5,1.4249999999999994,1.0,-0.25354796000638,0.02312965889134
3157,0.21000000000000002,1.5,1.4299999999999993,0.0,0.0,0.20735869781021
3158,0.21000000000000002,1.5,1.4299999999999993,0.02,-0.012087879409283,0.20564567677971
3159,0.21000000000000002,1.5,1.4299999999999993,0.075,-0.044719093692185,0.18604044086449
3160,0.21000000000000002,1.5,1.4299999999999993,0.15,-0.085977353377055,0.1447050332019
3161,0.21000000000000002,1.5,1.4299999999999993,0.5,-0.20467386983688,0.047875423347772
3162,0.21000000000000002,1.5,1.4299999999999993,1.0,-0.25354796000638,0.02312965889134
3163,0.21000000000000002,1.5,1.4349999999999992,0.0,0.0,0.20735869781021
3164,0.21000000000000002,1.5,1.4349999999999992,0.02,-0.012087879409283,0.20564567677971
3165,0.21000000000000002,1.5,1.4349999999999992,0.075,-0.044719093692185,0.18604044086449
3166,0.21000000000000002,1.5,1.4349999999999992,0.15,-0.085977353377055,0.1447050332019
3167,0.21000000000000002,1.5,1.4349999999999992,0.5,-0.20467386983688,0.047875423347772
3168,0.21000000000000002,1.5,1.4349999999999992,1.0,-0.25354796000638,0.02312965889134
3169,0.21000000000000002,1.5,1.439999999999999,0.0,0.0,0.20735869781021
3170,0.21000000000000002,1.5,1.439999999999999,0.02,-0.012087879409283,0.20564567677971
3171,0.21000000000000002,1.5,1.439999999999999,0.075,-0.044719093692185,0.18604044086449
3172,0.21000000000000002,1.5,1.439999999999999,0.15,-0.085977353377055,0.1447050332019
3173,0.21000000000000002,1.5,1.439999999999999,0.5,-0.20467386983688,0.047875423347772
3174,0.21000000000000002,1.5,1.439999999999999,1.0,-0.25354796000638,0.02312965889134
3175,0.21000000000000002,1.5,1.444999999999999,0.0,0.0,0.20735869781021
3176,0.21000000000000002,1.5,1.444999999999999,0.02,-0.012087879409283,0.20564567677971
3177,0.21000000000000002,1.5,1.444999999999999,0.075,-0.044719093692185,0.18604044086449
3178,0.21000000000000002,1.5,1.444999999999999,0.15,-0.085977353377055,0.1447050332019
3179,0.21000000000000002,1.5,1.444999999999999,0.5,-0.20467386983688,0.047875423347772
3180,0.21000000000000002,1.5,1.444999999999999,1.0,-0.25354796000638,0.02312965889134
3181,0.21000000000000002,2.0,1.4,0.0,0.0,0.24775508219686
3182,0.21000000000000002,2.0,1.4,0.02,-0.0093682846229861,0.24629785821899
3183,0.21000000000000002,2.0,1.4,0.075,-0.034831391589581,0.22902710664532
3184,0.21000000000000002,2.0,1.4,0.15,-0.067918778701782,0.18877584479423
3185,0.21000000000000002,2.0,1.4,0.5,-0.17933817696543,0.068680029090753
3186,0.21000000000000002,2.0,1.4,1.0,-0.24006153138773,0.031550733161525
3187,0.21000000000000002,2.0,1.4049999999999998,0.0,0.0,0.24775508219686
3188,0.21000000000000002,2.0,1.4049999999999998,0.02,-0.0093682846229861,0.24629785821899
3189,0.21000000000000002,2.0,1.4049999999999998,0.075,-0.034831391589581,0.22902710664532
3190,0.21000000000000002,2.0,1.4049999999999998,0.15,-0.067918778701782,0.18877584479423
3191,0.21000000000000002,2.0,1.4049999999999998,0.5,-0.17933817696543,0.068680029090753
3192,0.21000000000000002,2.0,1.4049999999999998,1.0,-0.24006153138773,0.031550733161525
3193,0.21000000000000002,2.0,1.4099999999999997,0.0,0.0,0.24775508219686
3194,0.21000000000000002,2.0,1.4099999999999997,0.02,-0.0093682846229861,0.24629785821899
3195,0.21000000000000002,2.0,1.4099999999999997,0.075,-0.034831391589581,0.22902710664532
3196,0.21000000000000002,2.0,1.4099999999999997,0.15,-0.067918778701782,0.18877584479423
3197,0.21000000000000002,2.0,1.4099999999999997,0.5,-0.17933817696543,0.068680029090753
3198,0.21000000000000002,2.0,1.4099999999999997,1.0,-0.24006153138773,0.031550733161525
3199,0.21000000000000002,2.0,1.4149999999999996,0.0,0.0,0.24775508219686
3200,0.21000000000000002,2.0,1.4149999999999996,0.02,-0.0093682846229861,0.24629785821899
3201,0.21000000000000002,2.0,1.4149999999999996,0.075,-0.034831391589581,0.22902710664532
3202,0.21000000000000002,2.0,1.4149999999999996,0.15,-0.067918778701782,0.18877584479423
3203,0.21000000000000002,2.0,1.4149999999999996,0.5,-0.17933817696543,0.068680029090753
3204,0.21000000000000002,2.0,1.4149999999999996,1.0,-0.24006153138773,0.031550733161525
3205,0.21000000000000002,2.0,1.4199999999999995,0.0,0.0,0.24775508219686
3206,0.21000000000000002,2.0,1.4199999999999995,0.02,-0.0093682846229861,0.24629785821899
3207,0.21000000000000002,2.0,1.4199999999999995,0.075,-0.034831391589581,0.22902710664532
3208,0.21000000000000002,2.0,1.4199999999999995,0.15,-0.067918778701782,0.18877584479423
3209,0.21000000000000002,2.0,1.4199999999999995,0.5,-0.17933817696543,0.068680029090753
3210,0.21000000000000002,2.0,1.4199999999999995,1.0,-0.24006153138773,0.031550733161525
3211,0.21000000000000002,2.0,1.4249999999999994,0.0,0.0,0.24775508219686
3212,0.21000000000000002,2.0,1.4249999999999994,0.02,-0.0093682846229861,0.24629785821899
3213,0.21000000000000002,2.0,1.4249999999999994,0.075,-0.034831391589581,0.22902710664532
3214,0.21000000000000002,2.0,1.4249999999999994,0.15,-0.067918778701782,0.18877584479423
3215,0.21000000000000002,2.0,1.4249999999999994,0.5,-0.17933817696543,0.068680029090753
3216,0.21000000000000002,2.0,1.4249999999999994,1.0,-0.24006153138773,0.031550733161525
3217,0.21000000000000002,2.0,1.4299999999999993,0.0,0.0,0.24775508219686
3218,0.21000000000000002,2.0,1.4299999999999993,0.02,-0.0093682846229861,0.24629785821899
3219,0.21000000000000002,2.0,1.4299999999999993,0.075,-0.034831391589581,0.22902710664532
3220,0.21000000000000002,2.0,1.4299999999999993,0.15,-0.067918778701782,0.18877584479423
3221,0.21000000000000002,2.0,1.4299999999999993,0.5,-0.17933817696543,0.068680029090753
3222,0.21000000000000002,2.0,1.4299999999999993,1.0,-0.24006153138773,0.031550733161525
3223,0.21000000000000002,2.0,1.4349999999999992,0.0,0.0,0.24775508219686
3224,0.21000000000000002,2.0,1.4349999999999992,0.02,-0.0093682846229861,0.24629785821899
3225,0.21000000000000002,2.0,1.4349999999999992,0.075,-0.034831391589581,0.22902710664532
3226,0.21000000000000002,2.0,1.4349999999999992,0.15,-0.067918778701782,0.18877584479423
3227,0.21000000000000002,2.0,1.4349999999999992,0.5,-0.17933817696543,0.068680029090753
3228,0.21000000000000002,2.0,1.4349999999999992,1.0,-0.24006153138773,0.031550733161525
3229,0.21000000000000002,2.0,1.439999999999999,0.0,0.0,0.24775508219686
3230,0.21000000000000002,2.0,1.439999999999999,0.02,-0.0093682846229861,0.24629785821899
3231,0.21000000000000002,2.0,1.439999999999999,0.075,-0.034831391589581,0.22902710664532
3232,0.21000000000000002,2.0,1.439999999999999,0.15,-0.067918778701782,0.18877584479423
3233,0.21000000000000002,2.0,1.439999999999999,0.5,-0.17933817696543,0.068680029090753
3234,0.21000000000000002,2.0,1.439999999999999,1.0,-0.24006153138773,0.031550733161525
3235,0.21000000000000002,2.0,1.444999999999999,0.0,0.0,0.24775508219686
3236,0.21000000000000002,2.0,1.444999999999999,0.02,-0.0093682846229861,0.24629785821899
3237,0.21000000000000002,2.0,1.444999999999999,0.075,-0.034831391589581,0.22902710664532
3238,0.21000000000000002,2.0,1.444999999999999,0.15,-0.067918778701782,0.18877584479423
3239,0.21000000000000002,2.0,1.444999999999999,0.5,-0.17933817696543,0.068680029090753
3240,0.21000000000000002,2.0,1.444999999999999,1.0,-0.24006153138773,0.031550733161525
3241,0.21000000000000002,2.5,1.4,0.0,0.0,0.28086658945717
3242,0.21000000000000002,2.5,1.4,0.02,-0.0076511204918483,0.27960962983859
3243,0.21000000000000002,2.5,1.4,0.075,-0.028520104859204,0.26439440339069
3244,0.21000000000000002,2.5,1.4,0.15,-0.056025442434547,0.22658555289902
3245,0.21000000000000002,2.5,1.4,0.5,-0.15738862479473,0.091048604350788
3246,0.21000000000000002,2.5,1.4,1.0,-0.22619523779942,0.04081758749472
3247,0.21000000000000002,2.5,1.4049999999999998,0.0,0.0,0.28086658945717
3248,0.21000000000000002,2.5,1.4049999999999998,0.02,-0.0076511204918483,0.27960962983859
3249,0.21000000000000002,2.5,1.4049999999999998,0.075,-0.028520104859204,0.26439440339069
3250,0.21000000000000002,2.5,1.4049999999999998,0.15,-0.056025442434547,0.22658555289902
3251,0.21000000000000002,2.5,1.4049999999999998,0.5,-0.15738862479473,0.091048604350788
3252,0.21000000000000002,2.5,1.4049999999999998,1.0,-0.22619523779942,0.04081758749472
3253,0.21000000000000002,2.5,1.4099999999999997,0.0,0.0,0.28086658945717
3254,0.21000000000000002,2.5,1.4099999999999997,0.02,-0.0076511204918483,0.27960962983859
3255,0.21000000000000002,2.5,1.4099999999999997,0.075,-0.028520104859204,0.26439440339069
3256,0.21000000000000002,2.5,1.4099999999999997,0.15,-0.056025442434547,0.22658555289902
3257,0.21000000000000002,2.5,1.4099999999999997,0.5,-0.15738862479473,0.091048604350788
3258,0.21000000000000002,2.5,1.4099999999999997,1.0,-0.22619523779942,0.04081758749472
3259,0.21000000000000002,2.5,1.4149999999999996,0.0,0.0,0.28086658945717
3260,0.21000000000000002,2.5,1.4149999999999996,0.02,-0.0076511204918483,0.27960962983859
3261,0.21000000000000002,2.5,1.4149999999999996,0.075,-0.028520104859204,0.26439440339069
3262,0.21000000000000002,2.5,1.4149999999999996,0.15,-0.056025442434547,0.22658555289902
3263,0.21000000000000002,2.5,1.4149999999999996,0.5,-0.15738862479473,0.091048604350788
3264,0.21000000000000002,2.5,1.4149999999999996,1.0,-0.22619523779942,0.04081758749472
3265,0.21000000000000002,2.5,1.4199999999999995,0.0,0.0,0.28086658945717
3266,0.21000000000000002,2.5,1.4199999999999995,0.02,-0.0076511204918483,0.27960962983859
3267,0.21000000000000002,2.5,1.4199999999999995,0.075,-0.028520104859204,0.26439440339069
3268,0.21000000000000002,2.5,1.4199999999999995,0.15,-0.056025442434547,0.22658555289902
3269,0.21000000000000002,2.5,1.4199999999999995,0.5,-0.15738862479473,0.091048604350788
3270,0.21000000000000002,2.5,1.4199999999999995,1.0,-0.22619523779942,0.04081758749472
3271,0.21000000000000002,2.5,1.4249999999999994,0.0,0.0,0.28086658945717
3272,0.21000000000000002,2.5,1.4249999999999994,0.02,-0.0076511204918483,0.27960962983859
3273,0.21000000000000002,2.5,1.4249999999999994,0.075,-0.028520104859204,0.26439440339069
3274,0.21000000000000002,2.5,1.4249999999999994,0.15,-0.056025442434547,0.22658555289902
3275,0.21000000000000002,2.5,1.4249999999999994,0.5,-0.15738862479473,0.091048604350788
3276,0.21000000000000002,2.5,1.4249999999999994,1.0,-0.22619523779942,0.04081758749472
3277,0.21000000000000002,2.5,1.4299999999999993,0.0,0.0,0.28086658945717
3278,0.21000000000000002,2.5,1.4299999999999993,0.02,-0.0076511204918483,0.27960962983859
3279,0.21000000000000002,2.5,1.4299999999999993,0.075,-0.028520104859204,0.26439440339069
3280,0.21000000000000002,2.5,1.4299999999999993,0.15,-0.056025442434547,0.22658555289902
3281,0.21000000000000002,2.5,1.4299999999999993,0.5,-0.15738862479473,0.091048604350788
3282,0.21000000000000002,2.5,1.4299999999999993,1.0,-0.22619523779942,0.04081758749472
3283,0.21000000000000002,2.5,1.4349999999999992,0.0,0.0,0.28086658945717
3284,0.21000000000000002,2.5,1.4349999999999992,0.02,-0.0076511204918483,0.27960962983859
3285,0.21000000000000002,2.5,1.4349999999999992,0.075,-0.028520104859204,0.26439440339069
3286,0.21000000000000002,2.5,1.4349999999999992,0.15,-0.056025442434547,0.22658555289902
3287,0.21000000000000002,2.5,1.4349999999999992,0.5,-0.15738862479473,0.091048604350788
3288,0.21000000000000002,2.5,1.4349999999999992,1.0,-0.22619523779942,0.04081758749472
3289,0.21000000000000002,2.5,1.439999999999999,0.0,0.0,0.28086658945717
3290,0.21000000000000002,2.5,1.439999999999999,0.02,-0.0076511204918483,0.27960962983859
3291,0.21000000000000002,2.5,1.439999999999999,0.075,-0.028520104859204,0.26439440339069
3292,0.21000000000000002,2.5,1.439999999999999,0.15,-0.056025442434547,0.22658555289902
3293,0.21000000000000002,2.5,1.439999999999999,0.5,-0.15738862479473,0.091048604350788
3294,0.21000000000000002,2.5,1.439999999999999,1.0,-0.22619523779942,0.04081758749472
3295,0.21000000000000002,2.5,1.444999999999999,0.0,0.0,0.28086658945717
3296,0.21000000000000002,2.5,1.444999999999999,0.02,-0.0076511204918483,0.27960962983859
3297,0.21000000000000002,2.5,1.444999999999999,0.075,-0.028520104859204,0.26439440339069
3298,0.21000000000000002,2.5,1.444999999999999,0.15,-0.056025442434547,0.22658555289902
3299,0.21000000000000002,2.5,1.444999999999999,0.5,-0.15738862479473,0.091048604350788
3300,0.21000000000000002,2.5,1.444999999999999,1.0,-0.22619523779942,0.04081758749472
3301,0.21000000000000002,3.0,1.4,0.0,0.0,0.30879880310482
3302,0.21000000000000002,3.0,1.4,0.02,-0.0064680904985552,0.30769939572135
3303,0.21000000000000002,3.0,1.4,0.075,-0.024146788701348,0.29420345393946
3304,0.21000000000000002,3.0,1.4,0.15,-0.047644439076,0.25914953687537
3305,0.21000000000000002,3.0,1.4,0.5,-0.13920517780128,0.11404616285377
3306,0.21000000000000002,3.0,1.4,1.0,-0.21207978595433,0.050944991829029
3307,0.21000000000000002,3.0,1.4049999999999998,0.0,0.0,0.30879880310482
3308,0.21000000000000002,3.0,1.4049999999999998,0.02,-0.0064680904985552,0.30769939572135
3309,0.21000000000000002,3.0,1.4049999999999998,0.075,-0.024146788701348,0.29420345393946
3310,0.21000000000000002,3.0,1.4049999999999998,0.15,-0.047644439076,0.25914953687537
3311,0.21000000000000002,3.0,1.4049999999999998,0.5,-0.13920517780128,0.11404616285377
3312,0.21000000000000002,3.0,1.4049999999999998,1.0,-0.21207978595433,0.050944991829029
3313,0.21000000000000002,3.0,1.4099999999999997,0.0,0.0,0.30879880310482
3314,0.21000000000000002,3.0,1.4099999999999997,0.02,-0.0064680904985552,0.30769939572135
3315,0.21000000000000002,3.0,1.4099999999999997,0.075,-0.024146788701348,0.29420345393946
3316,0.21000000000000002,3.0,1.4099999999999997,0.15,-0.047644439076,0.25914953687537
3317,0.21000000000000002,3.0,1.4099999999999997,0.5,-0.13920517780128,0.11404616285377
3318,0.21000000000000002,3.0,1.4099999999999997,1.0,-0.21207978595433,0.050944991829029
3319,0.21000000000000002,3.0,1.4149999999999996,0.0,0.0,0.30879880310482
3320,0.21000000000000002,3.0,1.4149999999999996,0.02,-0.0064680904985552,0.30769939572135
3321,0.21000000000000002,3.0,1.4149999999999996,0.075,-0.024146788701348,0.29420345393946
3322,0.21000000000000002,3.0,1.4149999999999996,0.15,-0.047644439076,0.25914953687537
3323,0.21000000000000002,3.0,1.4149999999999996,0.5,-0.13920517780128,0.11404616285377
3324,0.21000000000000002,3.0,1.4149999999999996,1.0,-0.21207978595433,0.050944991829029
3325,0.21000000000000002,3.0,1.4199999999999995,0.0,0.0,0.30879880310482
3326,0.21000000000000002,3.0,1.4199999999999995,0.02,-0.0064680904985552,0.30769939572135
3327,0.21000000000000002,3.0,1.4199999999999995,0.075,-0.024146788701348,0.29420345393946
3328,0.21000000000000002,3.0,1.4199999999999995,0.15,-0.047644439076,0.25914953687537
3329,0.21000000000000002,3.0,1.4199999999999995,0.5,-0.13920517780128,0.11404616285377
3330,0.21000000000000002,3.0,1.4199999999999995,1.0,-0.21207978595433,0.050944991829029
3331,0.21000000000000002,3.0,1.4249999999999994,0.0,0.0,0.30879880310482
3332,0.21000000000000002,3.0,1.4249999999999994,0.02,-0.0064680904985552,0.30769939572135
3333,0.21000000000000002,3.0,1.4249999999999994,0.075,-0.024146788701348,0.29420345393946
3334,0.21000000000000002,3.0,1.4249999999999994,0.15,-0.047644439076,0.25914953687537
3335,0.21000000000000002,3.0,1.4249999999999994,0.5,-0.13920517780128,0.11404616285377
3336,0.21000000000000002,3.0,1.4249999999999994,1.0,-0.21207978595433,0.050944991829029
3337,0.21000000000000002,3.0,1.4299999999999993,0.0,0.0,0.30879880310482
3338,0.21000000000000002,3.0,1.4299999999999993,0.02,-0.0064680904985552,0.30769939572135
3339,0.21000000000000002,3.0,1.4299999999999993,0.075,-0.024146788701348,0.29420345393946
3340,0.21000000000000002,3.0,1.4299999999999993,0.15,-0.047644439076,0.25914953687537
3341,0.21000000000000002,3.0,1.4299999999999993,0.5,-0.13920517780128,0.11404616285377
3342,0.21000000000000002,3.0,1.4299999999999993,1.0,-0.21207978595433,0.050944991829029
